"userid","date.crea","score","n.matches","n.updates.photo","n.photos","last.connex","last.up.photo","last.pr.update","gender","sent.ana","length.prof","voyage","laugh","photo.keke","photo.beach"
2245,2011-04-02,2.02371639623188,20,3,3,2011-05-30,2011-04-25,NA,0,3.40363141802578,17.1886959687948,0,1,0,0
2246,2019-01-30,1.9777319043442,18,0,2,2019-03-22,2019-03-01,NA,0,3.17584566491475,23.9105932672645,1,0,0,0
2247,2012-06-16,1.44809472817664,11,1,9,2012-07-06,2012-07-09,NA,1,4.57583687310159,0,0,0,0,0
2248,2018-12-04,2.27393309931239,28,2,3,2019-01-23,2018-12-17,NA,0,6.39228572840267,0,1,0,0,1
2249,2015-05-20,3.59994452051319,32,1,3,2015-05-28,2015-05-24,NA,1,4.59536895353041,8.68263696783372,0,0,0,0
2250,2013-04-15,0.67706207143363,3,2,5,2013-05-13,2013-05-10,NA,1,6.69752929543994,16.6775884410244,0,0,0,0
2251,2012-04-10,0.697970978055762,4,3,3,2012-05-10,2012-05-05,NA,1,1.37753090133184,23.3025624534407,1,0,0,0
2252,2009-11-14,1.03040679038043,7,2,4,2009-12-20,2009-12-14,NA,1,3.53386281441868,0,0,0,0,0
2253,2018-07-08,0.953297908488066,7,0,4,2018-07-27,2018-07-23,NA,1,2.32039274063633,34.6543696664378,0,1,0,0
2254,2009-10-11,2.98135611558842,26,3,2,2009-10-29,2009-10-23,NA,1,9.32908475336155,11.8950535549611,0,0,0,0
2255,2017-04-28,2.02173581509647,17,2,5,2017-05-30,2017-05-12,NA,0,6.46117614826375,0,0,0,0,0
2256,2018-06-19,1.2259606241994,10,7,3,2018-08-03,2018-07-02,NA,0,7.09691889114848,29.2673028091258,1,0,0,0
2257,2010-09-27,0.517049078383586,5,0,2,2010-11-08,2010-10-15,NA,0,7.16663517496847,28.2425392340678,1,1,0,1
2258,2015-11-09,0.735523314826,4,2,3,2015-12-23,2015-12-23,NA,1,4.44036537765007,31.4453042716203,0,0,1,0
2259,2015-03-12,2.48197403506583,25,4,2,2015-04-14,2015-04-08,NA,1,3.32379313686411,13.6956223441065,1,0,0,0
2260,2013-08-16,2.75798164631682,31,4,2,2013-09-19,2013-09-01,NA,0,9.1735014101457,0,0,0,0,1
2261,2016-09-27,2.37629480969631,15,0,7,2016-10-19,2016-10-10,NA,1,5.5878275784025,31.4337725450076,1,0,1,1
2262,2013-08-18,2.51046877160857,22,0,1,2013-09-21,2013-08-26,NA,0,5.69748281248519,31.6319559580819,0,0,0,0
2263,2017-01-10,2.36453181745429,14,1,5,2017-01-19,2017-01-10,NA,1,1.59306340431789,18.9667965725453,1,0,0,1
2264,2010-09-07,0.912260693332591,6,2,3,2010-11-08,2010-10-02,NA,0,6.3251474324197,62.6015901392815,0,0,0,0
2265,2009-05-19,2.7641882171293,24,3,3,2009-06-24,2009-06-30,NA,1,4.53679434168548,0,0,0,0,0
2266,2013-03-07,1.97658462834671,16,2,3,2013-03-31,2013-03-22,NA,1,7.65377241728475,0,0,0,0,0
2267,2019-12-27,5.12224834027651,48,3,4,2020-02-02,2020-01-18,NA,0,9.46780550875873,18.3287835908332,0,0,0,0
2268,2011-10-09,2.51233960984065,13,4,7,2011-11-08,2011-11-01,NA,1,5.52074455520883,29.8173520571625,0,0,0,1
2269,2019-08-25,1.93366461297855,16,3,2,2019-10-24,2019-09-02,NA,0,2.85702657481533,24.958666342251,0,0,0,0
2270,2011-04-08,3.46297220565979,31,3,5,2011-05-15,2011-05-15,NA,1,6.86986780083613,0,0,0,0,0
2271,2017-07-16,1.17811624265299,10,3,6,2017-08-08,2017-07-30,NA,1,8.57193093701024,19.797170882831,1,0,0,0
2272,2015-07-28,1.62365302839073,22,2,3,2015-10-01,2015-08-18,NA,0,6.10001080242317,23.807285174033,1,0,1,0
2273,2019-08-22,3.29671636257984,29,3,2,2019-09-18,2019-09-12,NA,1,6.41693593244747,37.0370317657674,0,0,0,0
2274,2011-09-16,1.61373257958759,13,4,3,2011-10-09,2011-10-08,NA,2,1.22540013025137,0,0,0,0,1
2275,2011-01-13,4.14514057444056,38,5,2,2011-02-19,2011-02-16,NA,1,8.70692515190924,0,0,0,0,0
2276,2018-12-12,3.78484509764978,34,1,2,2019-01-24,2018-12-17,NA,0,5.39332002823797,26.4889347427806,0,0,0,0
2277,2010-08-24,1.34969736624799,21,5,2,2010-10-15,2010-09-05,NA,0,8.30829160277885,26.4720235841489,0,0,1,1
2278,2010-03-14,1.84860461163059,17,1,3,2010-05-14,2010-04-15,NA,0,4.22589155632548,0,1,0,0,0
2279,2017-06-23,1.66686614640295,13,1,2,2017-08-21,2017-07-21,NA,0,4.62722638207786,24.7690031464353,0,0,0,0
2280,2013-04-05,1.21781312492827,12,3,3,2013-04-15,2013-04-07,NA,1,7.50991637070173,0,1,1,0,0
2281,2009-04-15,1.53094157187001,18,7,3,2009-06-23,2009-05-12,NA,0,6.17373694359653,16.3935743766042,0,0,1,0
2282,2011-02-05,3.72875685941459,34,3,5,2011-02-13,2011-02-10,NA,1,9.08163150463479,0,0,0,0,0
2283,2012-05-04,1.97997053917245,19,1,1,2012-05-24,2012-05-26,NA,1,4.82553345553638,10.5835900488088,1,0,0,0
2284,2019-10-13,0.783096877814061,6,1,2,2019-11-28,2019-10-29,NA,0,4.66855290863692,0,0,0,0,1
2285,2012-08-29,3.64429994997246,33,2,2,2012-10-07,2012-09-08,NA,0,4.414422406486,0,0,0,0,0
2286,2010-07-28,1.23045868376029,9,3,6,2010-09-09,2010-08-09,NA,0,1.66397392797033,0,0,0,0,0
2287,2019-02-06,3.36584244278556,30,2,5,2019-03-09,2019-03-03,NA,1,5.84050887371432,0,0,0,0,0
2288,2009-04-19,2.05135908147592,23,0,6,2009-05-13,2009-05-08,NA,1,4.67760077966834,0,1,1,0,0
2289,2019-04-13,0.768352134354333,9,1,5,2019-06-05,2019-05-05,NA,0,2.01757833131943,0,1,1,0,1
2290,2017-05-18,2.34685021649761,20,4,1,2017-07-10,2017-05-29,NA,0,6.85050779718708,0,0,0,0,0
2291,2019-03-26,2.43711975409529,22,3,2,2019-04-13,2019-04-03,NA,1,5.22002699028465,0,0,0,1,0
2292,2009-04-22,3.3365417988605,22,0,5,2009-05-23,2009-05-12,NA,1,7.16376770741442,0,0,1,0,1
2293,2015-06-07,3.20253957043538,32,5,6,2015-08-21,2015-07-13,NA,0,6.47468601657846,0,1,0,0,0
2294,2016-08-23,0.99809530821127,6,2,3,2016-09-27,2016-09-27,NA,2,3.37024215841003,0,0,0,0,0
2295,2013-02-16,1.04952234659442,8,0,4,2013-03-28,2013-03-27,NA,1,5.85559944176546,21.7067787418841,0,1,0,0
2296,2017-03-26,2.0878930847805,10,3,2,2017-04-22,2017-04-20,NA,1,3.96467394521586,0,0,0,0,1
2297,2011-10-21,1.64545282056742,13,0,4,2011-11-07,2011-11-05,NA,1,5.84882696678006,37.3903581489486,0,0,0,0
2298,2011-11-30,2.70170883187882,28,2,2,2012-01-27,2011-12-22,NA,0,5.2986727625942,19.6484109839265,0,1,0,0
2299,2015-10-25,0.832219713862318,5,-1,2,2015-12-10,2015-10-25,NA,0,-0.150338022051841,13.3599248814887,0,0,0,0
2300,2011-10-27,1.92262646051357,16,3,2,2011-12-09,2011-11-23,NA,0,4.4315660191361,18.0434911900722,0,0,0,0
2301,2014-03-20,1.31219973074579,14,2,2,2014-05-16,2014-04-02,NA,0,5.75761839627082,33.657689646418,1,1,0,0
2302,2018-09-02,1.12518137126822,8,3,4,2018-10-08,2018-10-03,NA,1,3.49663732223794,0,0,0,0,0
2303,2010-01-08,1.31814707680175,10,1,8,2010-01-27,2010-01-26,NA,1,3.92840250631225,30.4744720152623,0,0,0,0
2304,2009-11-16,3.80374638257069,25,4,5,2010-01-04,2009-12-28,NA,1,4.23977204543919,0,1,0,0,1
2305,2019-11-19,1.7003268094203,23,2,2,2019-12-30,2019-12-07,NA,0,2.58708994734408,19.9438163951132,1,0,1,0
2306,2009-01-20,2.0077154144785,17,2,2,2009-02-20,2009-02-06,NA,0,4.77327177429542,0,0,0,0,0
2307,2014-10-06,1.79021699061497,16,3,3,2014-12-02,2014-10-31,NA,0,5.27787798201976,0,1,0,0,0
2308,2019-07-03,1.74018640533121,14,2,5,2019-07-23,2019-07-24,NA,1,6.55588726623782,42.010918927422,0,0,0,0
2309,2013-03-11,1.61691057631665,9,4,3,2013-03-29,2013-03-25,NA,1,2.1895388593006,25.7746493159234,0,1,0,1
2310,2018-01-20,0.722895029870776,12,0,4,2018-03-01,2018-02-04,NA,0,2.65063780039205,0,0,1,1,1
2311,2011-09-01,1.15570297087345,4,1,3,2011-09-27,2011-09-28,NA,1,1.03446627022633,0,0,0,0,1
2312,2018-11-23,1.40434190306216,11,0,3,2018-12-18,2018-12-21,NA,1,3.54968297037185,17.9887064621853,0,0,0,0
2313,2013-07-11,2.16840768602104,21,2,3,2013-09-09,2013-08-07,NA,0,6.9640686461282,0,1,0,0,0
2314,2016-10-20,1.78603256250077,10,2,4,2016-11-15,2016-11-11,NA,1,5.43500623462805,21.12007118283,1,0,0,1
2315,2016-05-09,2.13866416316697,22,1,3,2016-07-18,2016-06-21,NA,0,3.75675540250639,37.8932761620839,0,1,0,0
2316,2014-09-18,1.07050024869542,7,1,2,2014-11-01,2014-10-03,NA,0,2.68413751575239,24.5719294023099,0,0,0,0
2317,2015-08-25,3.70418398621816,39,4,2,2015-09-30,2015-09-24,NA,1,9.8311945738672,0,1,0,0,0
2318,2012-08-05,2.78828157866673,24,4,6,2012-09-09,2012-09-12,NA,1,7.75956470657616,0,0,0,0,0
2319,2015-06-03,3.08248481598539,32,2,3,2015-06-25,2015-06-22,NA,1,5.56208901224038,37.1566929443463,1,0,0,0
2320,2013-09-07,3.63868657059011,42,2,3,2013-10-27,2013-09-21,NA,0,7.8884015493946,10.8920570748649,0,0,0,1
2321,2018-11-27,3.06340392974061,27,3,2,2018-12-25,2018-12-19,NA,2,7.0268500325204,19.0958501451394,0,0,0,0
2322,2012-03-25,2.45103891890123,13,0,7,2012-04-07,2012-04-08,NA,1,4.92369014070247,43.3288791288158,0,0,0,1
2323,2016-08-26,1.61422126424072,15,0,1,2016-09-21,2016-09-14,NA,1,6.05392924311604,33.9407754081634,1,0,0,0
2324,2010-02-08,2.02819586970073,17,0,2,2010-04-01,2010-03-06,NA,0,5.18442113789181,30.7096761476383,0,0,0,0
2325,2015-06-16,1.95939796926306,16,2,5,2015-07-06,2015-07-04,NA,1,7.10164541777985,0,0,0,0,0
2326,2016-10-01,1.69536631599754,16,5,7,2016-11-09,2016-11-07,NA,1,5.90671497928177,0,1,0,0,0
2327,2009-07-15,1.76497597397089,22,0,3,2009-08-27,2009-08-13,NA,0,6.75976674143679,32.4884102990733,0,0,1,0
2328,2016-10-22,2.36113847162093,21,1,5,2016-11-17,2016-11-11,NA,1,7.56224835761487,46.5524186177551,0,0,1,0
2329,2013-03-21,0.883178604487758,7,4,1,2013-05-15,2013-04-06,NA,0,2.50558243465482,40.1674410859574,0,1,0,0
2330,2010-07-01,1.13316248580089,8,0,2,2010-08-06,2010-07-30,NA,0,5.97552270128117,0,0,0,0,0
2331,2009-08-19,2.32605936067943,20,1,2,2009-09-17,2009-09-13,NA,1,3.87512296610578,0,0,0,0,0
2332,2011-12-29,2.79801085206857,36,1,1,2012-01-30,2012-01-10,NA,0,8.30697035488151,17.5760879893521,0,0,1,0
2333,2011-02-25,1.11893185820511,9,1,2,2011-03-17,2011-03-16,NA,1,6.53305081294443,0,0,1,0,0
2334,2010-01-18,1.99457031560476,10,2,5,2010-02-07,2010-02-05,NA,1,3.61289138083873,0,0,0,0,1
2335,2016-07-25,1.63034454847149,13,0,2,2016-08-21,2016-08-08,NA,0,1.20361353834706,0,0,0,0,0
2336,2017-07-19,3.71727598148175,21,1,9,2017-07-30,2017-07-23,NA,1,3.04030030763205,0,0,0,0,1
2337,2012-03-10,1.63521314783836,13,2,2,2012-05-15,2012-04-06,NA,0,3.94928334135461,27.1825028426533,0,0,0,0
2338,2013-11-25,1.99818018403262,28,4,1,2014-01-09,2013-12-08,NA,0,7.70774874599184,0,1,0,1,0
2339,2009-05-16,2.31238543192477,14,2,4,2009-06-15,2009-06-11,NA,1,2.4177512196583,0,1,0,0,1
2340,2010-10-28,1.16169739389425,8,0,6,2010-12-14,2010-11-09,NA,0,0.675720875733475,33.6603466452957,0,0,0,0
2341,2011-01-03,1.79461528327723,19,3,3,2011-02-19,2011-01-28,NA,0,5.02125725603483,0,0,0,0,1
2342,2012-08-06,0.897346791501644,3,0,6,2012-08-12,2012-08-06,NA,1,3.29268512272382,0,1,0,0,1
2343,2013-03-08,1.32913586011805,10,3,4,2013-05-01,2013-03-26,NA,0,3.9533187988612,28.0861028761439,0,0,0,0
2344,2009-12-13,1.41199421232777,23,0,3,2010-01-24,2010-01-03,NA,0,7.78239634261988,6.94967243797534,1,1,1,0
2345,2014-01-22,1.72311955133481,14,1,3,2014-03-23,2014-02-18,NA,0,0.414651899100232,37.4368136890557,0,0,0,0
2346,2010-02-03,0.824370993734564,6,1,6,2010-03-01,2010-02-19,NA,1,2.11501427438266,0,1,0,0,0
2347,2013-08-23,1.59732494171674,23,2,2,2013-09-28,2013-09-05,NA,0,6.22824051691944,23.7498210195501,0,1,1,0
2348,2009-04-10,2.60569749244268,28,5,4,2009-05-10,2009-05-02,NA,1,5.36642587793386,0,0,1,1,0
2349,2009-04-03,2.31018381761499,20,3,4,2009-05-03,2009-04-23,NA,0,5.05858268083811,42.4082518936724,0,0,0,0
2350,2015-11-25,1.04816010104173,4,-1,4,2015-12-11,2015-12-14,NA,1,3.72583449344927,22.3234735284336,0,0,1,1
2351,2013-09-22,0.874219159936578,7,2,1,2013-11-16,2013-10-17,NA,0,3.88562227632705,20.4708660656916,0,0,0,1
2352,2018-07-25,0.880538833654437,10,1,4,2018-08-22,2018-07-25,NA,0,4.57224267920226,34.024180477194,1,0,1,0
2353,2016-01-15,1.03697050680358,7,5,2,2016-02-11,2016-02-06,NA,1,2.5758714863933,0,0,0,0,0
2354,2016-06-25,3.23424278412945,29,5,5,2016-08-25,2016-07-15,NA,0,4.62063876591958,46.2617980361552,0,0,0,0
2355,2010-09-14,1.3767711963704,10,1,4,2010-10-12,2010-10-02,NA,1,-0.00707510916108256,0,0,0,0,0
2356,2013-12-10,3.63276086050977,33,3,4,2014-02-03,2014-01-01,NA,0,2.01635127189153,8.966606528974,0,0,0,0
2357,2009-10-27,2.82841301985975,15,2,2,2009-12-01,2009-11-30,NA,1,4.72842527910434,0,0,0,0,1
2358,2018-11-29,2.77788542501711,29,3,2,2019-01-16,2018-12-11,NA,0,6.26618709234724,25.8134932423995,0,1,0,0
2359,2018-05-08,1.04091823080565,7,2,8,2018-06-06,2018-05-30,NA,1,3.32905262000654,0,0,0,0,0
2360,2011-10-03,2.21661292415445,19,0,5,2011-10-15,2011-10-13,NA,1,3.01108668943536,0,0,0,0,0
2361,2011-12-16,0.646264122927479,4,1,4,2012-01-08,2012-01-06,NA,1,7.2285954895148,41.0093810113284,0,1,0,0
2362,2013-11-19,3.0524835441917,31,3,2,2013-12-11,2013-12-06,NA,1,4.08013861335838,26.53641105678,1,0,0,0
2363,2018-12-14,3.55325896587092,32,2,4,2018-12-29,2018-12-30,NA,1,6.69658518950911,35.5952622130525,0,0,0,0
2364,2015-06-01,2.53726611236002,22,0,4,2015-07-21,2015-06-08,NA,0,3.18851959586668,9.32307871985583,0,0,0,0
2365,2010-12-15,2.34461165379041,20,2,4,2011-01-26,2011-01-21,NA,1,6.44690450204749,0,0,0,0,0
2366,2014-05-19,2.92131798418057,26,6,4,2014-07-30,2014-06-26,NA,0,5.27809959912144,34.5395211931802,0,0,0,0
2367,2016-11-26,1.65547788977669,13,1,6,2016-12-13,2016-12-13,NA,1,4.7613215424299,0,0,0,0,0
2368,2016-09-28,2.04515543651047,17,1,3,2016-11-02,2016-10-05,NA,0,1.81238984448306,0,0,0,0,0
2369,2017-09-22,2.0966317040111,19,1,3,2017-10-19,2017-10-12,NA,1,2.60912819896635,0,0,0,1,0
2370,2011-07-30,3.14248192917341,36,3,4,2011-09-20,2011-08-31,NA,0,5.71891331387123,0,0,0,0,1
2371,2014-06-11,2.38058422967908,20,2,2,2014-07-26,2014-06-21,NA,0,7.08355245049591,0,0,0,0,0
2372,2019-09-02,3.12843220749487,32,3,4,2019-10-07,2019-10-03,NA,1,9.30529939665543,0,0,1,0,0
2373,2018-08-28,1.08570862887711,12,4,1,2018-11-03,2018-09-26,NA,0,4.45575018976165,0,0,1,0,1
2374,2019-08-27,2.03868694331339,19,3,1,2019-11-09,2019-09-25,NA,0,3.56394127926224,22.7439523217896,1,0,0,0
2375,2016-12-15,2.63259229793231,17,0,2,2016-12-20,2016-12-18,NA,1,6.12152140850632,15.6849270876789,0,1,1,1
2376,2010-08-16,1.78348026851764,14,5,5,2010-09-12,2010-09-08,NA,1,3.86013385671247,16.8153590830565,0,0,0,0
2377,2019-09-11,0.803363696291239,5,2,1,2019-11-21,2019-10-10,NA,0,1.10444154104682,19.1289422392694,0,0,0,0
2378,2012-06-21,3.32327844206886,30,2,5,2012-06-27,2012-06-26,NA,1,5.31045495380541,33.2289817478583,0,0,0,0
2379,2015-10-25,2.59042029629565,22,3,4,2015-11-29,2015-11-19,NA,1,8.63962021381516,32.921047341387,0,0,0,0
2380,2015-01-03,5.32787114617468,50,3,9,2015-02-01,2015-01-27,NA,1,7.02476566155173,0,0,0,0,0
2381,2010-11-09,2.57689862666104,22,2,4,2010-12-01,2010-11-09,NA,0,4.22087492592698,37.6180213464887,0,0,0,0
2382,2010-11-06,2.50798071127341,24,1,1,2010-12-14,2010-11-19,NA,0,7.74405723530611,22.5599350171516,1,0,0,0
2383,2011-03-24,1.28370626805983,9,0,3,2011-04-22,2011-04-14,NA,1,3.31360075282962,28.2129011386766,0,0,0,0
2384,2009-02-21,3.4340375212198,31,3,2,2009-04-10,2009-03-17,NA,0,4.30126963965698,33.8954551374707,0,0,0,0
2385,2009-02-06,2.63837564914942,46,2,1,2009-04-26,2009-03-12,NA,0,11.7838612401413,0,1,1,1,0
2386,2014-09-06,1.04426011460684,7,3,3,2014-09-18,2014-09-11,NA,1,1.80124226661243,0,0,0,0,0
2387,2015-09-17,2.39234432460933,24,6,2,2015-10-02,2015-09-20,NA,1,7.35034387248093,0,1,0,0,0
2388,2017-11-20,1.72073931828028,14,2,8,2017-12-20,2017-12-16,NA,1,3.1652455982882,25.5834309477088,0,0,0,0
2389,2012-12-10,1.94143863306886,18,3,3,2013-01-19,2012-12-23,NA,0,4.04583801522619,19.3028077359971,1,0,0,0
2390,2013-08-18,3.55061018517563,32,3,3,2013-09-16,2013-09-11,NA,1,5.59514750885624,0,0,0,0,0
2391,2016-03-23,1.58935427755517,12,3,3,2016-05-02,2016-04-06,NA,0,9.0784789908913,0,0,0,0,0
2392,2016-04-09,2.31774881420508,12,0,3,2016-05-04,2016-04-27,NA,1,3.65736762725092,32.3579467868799,0,0,0,1
2393,2014-11-28,0.9311811325174,4,-1,4,2014-12-20,2014-12-17,NA,1,1.94540189088622,28.379799756245,1,0,0,1
2394,2010-10-22,1.65710353889048,8,0,4,2010-11-12,2010-11-14,NA,1,5.87760906472668,0,0,0,0,1
2395,2016-09-16,2.02670760678845,10,0,4,2016-10-12,2016-10-05,NA,1,-2.77520719024999,0,0,0,0,1
2396,2011-07-23,3.71737698182793,34,4,5,2011-09-22,2011-08-06,NA,0,9.32465949610133,30.991117494659,0,0,0,0
2397,2009-04-27,2.4455912085487,21,0,1,2009-06-18,2009-05-31,NA,0,7.45551117715027,30.5691169346453,0,0,0,0
2398,2010-10-30,1.3390152221195,16,3,5,2010-12-25,2010-12-03,NA,0,8.13533962306559,33.5477521846716,0,0,1,0
2399,2016-07-14,0.639776721766942,4,1,5,2016-08-17,2016-08-14,NA,1,5.8380316200701,0,1,0,0,0
2400,2018-05-06,2.75802782103066,24,3,3,2018-05-22,2018-05-17,NA,1,4.6236804093128,0,0,0,0,0
2401,2015-01-22,1.03805918325515,9,1,3,2015-03-15,2015-01-25,NA,0,4.19896369165597,0,0,1,0,0
2402,2016-02-02,1.66238631903596,8,2,5,2016-02-26,2016-02-19,NA,1,5.6974555544118,0,0,0,0,1
2403,2014-02-01,2.3407054852176,23,2,4,2014-03-10,2014-03-05,NA,1,10.7749013963587,0,1,0,0,0
2404,2018-01-27,1.38631094458093,12,0,4,2018-02-12,2018-02-02,NA,1,6.81483605071689,0,0,1,0,0
2405,2009-04-25,2.26624717728157,22,3,2,2009-06-07,2009-05-12,NA,0,5.40227272056711,18.8503665169288,1,0,0,0
2406,2018-05-18,2.62315012331388,23,2,6,2018-06-27,2018-06-03,NA,0,7.31464909086992,40.1205994583038,0,0,0,0
2407,2017-08-10,2.84332596468988,37,3,1,2017-09-08,2017-08-21,NA,0,5.71289040827134,18.871142210645,0,0,1,0
2408,2010-04-08,0.621912928785154,5,-1,4,2010-05-14,2010-04-12,NA,0,4.11070772727272,35.4575841167062,0,0,1,0
2409,2011-09-21,2.19610739464879,18,2,4,2011-10-23,2011-10-21,NA,1,5.28050303218033,0,0,0,0,0
2410,2018-05-26,3.5859749470464,37,2,4,2018-07-11,2018-07-06,NA,1,7.38312118000248,29.2931108341422,0,1,0,0
2411,2010-04-16,2.52636502471695,14,1,3,2010-04-18,2010-04-16,NA,1,0.281100254549706,31.1329050881889,0,0,1,1
2412,2015-06-19,0.617439556168003,3,0,4,2015-09-16,2015-07-26,NA,0,5.45232739545352,0,1,0,0,0
2413,2012-04-26,3.84450347977319,35,2,5,2012-06-03,2012-06-03,NA,1,11.774502795398,0,0,0,0,0
2414,2009-11-26,2.87936743160422,25,1,3,2010-01-20,2009-12-25,NA,0,10.5379986976441,17.0454086616705,0,0,0,0
2415,2016-05-08,2.00825585891856,20,3,2,2016-07-08,2016-06-08,NA,0,6.98054322851853,0,0,1,0,0
2416,2016-10-16,0.826574052537549,5,1,1,2016-12-09,2016-11-26,NA,0,2.21712511373046,0,0,0,0,0
2417,2017-09-12,3.79641297410534,34,2,4,2017-10-02,2017-10-01,NA,1,7.49528031536307,0,0,0,0,0
2418,2015-10-06,0.726500779977643,6,0,4,2015-11-10,2015-10-28,NA,1,3.40708109192869,0,1,1,0,0
2419,2016-11-03,0.831501439441698,5,1,2,2016-12-07,2016-12-04,NA,1,5.32387706822951,0,0,0,0,0
2420,2014-07-18,2.89789108545978,25,2,4,2014-08-17,2014-08-14,NA,1,6.87978109356779,33.4787548967238,0,0,0,0
2421,2019-10-02,0.721522923237113,5,1,4,2019-11-13,2019-10-20,NA,0,4.75103421342769,21.9677011116147,0,1,0,0
2422,2016-05-03,1.06994329824976,9,0,4,2016-06-19,2016-05-30,NA,0,4.71169186801745,19.3281384222848,0,1,0,0
2423,2019-11-23,0.847519530655001,5,3,2,2019-12-25,2019-12-11,NA,0,6.05123928866902,24.5138696058793,0,0,0,0
2424,2009-02-11,3.76755152217472,38,4,4,2009-03-28,2009-02-20,NA,0,8.24445428884454,32.1945560641598,1,0,0,0
2425,2015-06-26,1.79821189668537,22,3,4,2015-08-29,2015-07-09,NA,0,4.98194508202794,37.2344395673832,0,0,1,0
2426,2019-10-20,1.5764673194201,23,2,3,2019-11-29,2019-10-24,NA,0,4.39977699338992,0,0,1,1,0
2427,2015-07-01,3.15626913597028,32,3,3,2015-08-18,2015-07-15,NA,0,3.56911567054298,32.5855701517178,1,0,0,0
2428,2017-05-17,1.86516089210569,15,3,2,2017-06-03,2017-05-26,NA,1,6.31777500083778,0,0,0,0,0
2429,2009-02-10,1.52142194713596,18,0,1,2009-04-09,2009-02-24,NA,0,4.45167097468367,0,0,0,1,0
2430,2019-02-18,0.833373319855845,5,0,2,2019-03-02,2019-03-01,NA,1,4.5690856312182,22.7040469582526,0,0,0,0
2431,2013-04-22,1.55901958152099,12,2,3,2013-05-30,2013-05-15,NA,0,1.43684807749115,25.3843108209636,0,0,0,0
2432,2016-01-21,0.705951785957227,4,0,2,2016-03-21,2016-03-04,NA,0,9.52333820966176,0,1,0,0,0
2433,2015-03-20,2.74576021911423,27,1,4,2015-04-28,2015-03-31,NA,0,7.41133184089026,0,1,0,0,0
2434,2014-07-06,0.702821199884161,4,3,1,2014-09-17,2014-08-03,NA,0,2.66399117096325,35.0799802362616,0,0,0,0
2435,2016-10-18,2.62021820379768,23,1,5,2016-11-23,2016-11-14,NA,1,2.89136543935313,0,0,0,0,0
2436,2011-12-12,2.36183330346579,23,4,5,2012-01-20,2011-12-14,NA,0,5.99220223185795,0,1,0,0,0
2437,2017-09-04,1.26432261088161,12,2,3,2017-10-28,2017-09-14,NA,0,8.30994900151783,23.9455134396704,0,0,0,1
2438,2017-01-22,1.21198732547639,9,1,3,2017-03-10,2017-02-04,NA,0,4.69542454169782,51.25019191718,0,0,0,0
2439,2015-10-27,1.91916289396078,16,1,4,2015-12-04,2015-11-28,NA,1,5.7170675088529,0,0,0,0,0
2440,2011-12-11,2.76713445165612,29,2,4,2012-01-23,2011-12-28,NA,0,2.528197992001,0,0,1,0,0
2441,2010-05-25,1.00277211214411,7,1,5,2010-07-19,2010-07-23,NA,1,0.74135652900994,0,0,0,0,0
2442,2012-07-18,3.81570996851334,35,4,1,2012-09-06,2012-08-06,NA,0,4.80306049214557,0,0,0,0,0
2443,2014-02-05,0.815157939419722,6,1,4,2014-02-21,2014-02-25,NA,1,-0.345832938640049,0,1,0,0,0
2444,2017-06-22,1.56068602978324,14,0,6,2017-07-21,2017-07-17,NA,1,5.66031894866511,28.8424130130007,1,0,0,0
2445,2013-06-17,1.50331728422961,13,1,6,2013-08-24,2013-07-19,NA,0,3.52568657711185,35.3561229274862,1,0,0,0
2446,2009-08-28,1.69050508125112,23,1,1,2009-10-16,2009-09-30,NA,0,7.38936372171708,38.721290907084,1,0,1,0
2447,2011-12-27,1.84034802022139,17,1,3,2012-01-17,2012-01-20,NA,1,5.94112830926136,30.9420243892934,0,1,0,0
2448,2015-10-20,1.10428054140846,9,2,5,2015-11-05,2015-11-03,NA,1,0.958870306390922,11.2454684050811,1,0,0,0
2449,2017-06-14,2.52287405261892,26,5,2,2017-07-29,2017-07-11,NA,0,3.90125009810592,0,0,1,0,0
2450,2010-12-21,1.99767710575123,16,2,3,2011-01-22,2011-01-15,NA,1,4.3834645531834,0,0,0,0,0
2451,2010-10-28,1.39952879040725,10,1,3,2010-12-02,2010-11-17,NA,0,1.28189031719429,37.0887705653885,0,0,0,0
2452,2011-12-18,0.854102481103292,5,0,2,2012-01-28,2012-01-03,NA,0,0.418778880905823,44.7764784443348,0,0,0,0
2453,2017-01-01,2.07005540725943,20,2,5,2017-03-01,2017-01-31,NA,0,2.41274079501621,38.6793012648423,1,0,0,0
2454,2016-09-17,1.26722685351893,5,-1,4,2016-10-07,2016-10-02,NA,1,3.58241185993391,0,0,0,1,1
2455,2016-12-21,2.13465323894545,22,2,1,2017-01-18,2017-01-15,NA,0,1.30856184795061,0,0,1,0,0
2456,2018-09-05,1.99434187689039,16,2,2,2018-10-30,2018-10-08,NA,0,3.48784535619403,39.9553246634492,0,0,0,0
2457,2012-07-28,2.09300922988232,10,2,4,2012-08-22,2012-08-20,NA,1,4.36490522701877,36.727217778885,0,0,0,1
2458,2012-07-18,3.37867801172705,22,3,5,2012-08-15,2012-08-11,NA,1,7.60867695788844,24.8245391317656,0,1,0,1
2459,2016-12-29,1.93600477258285,16,2,3,2017-02-24,2017-01-17,NA,0,5.4565230045459,24.6628807986646,0,0,0,0
2460,2019-04-29,3.18106076014828,28,5,3,2019-06-19,2019-06-01,NA,0,8.20954664534761,0,0,0,0,0
